식별자	일자	언론사	기고자	제목	통합 분류1	통합 분류2	통합 분류3	사건/사고 분류1	사건/사고 분류2	사건/사고 분류3	인물	위치	기관	키워드	특성추출	본문	URL	분석제외 여부
02100101.20170308000216001	20170308	매일경제		[사설] 여성성에 대한 공격으로 부풀려진 세월호 7시간	정치>청와대	 사회>사회일반		범죄>범죄일반>폭행	 범죄>범죄일반>마약		"박근혜,박,표창원"	프로포폴	"청와대,헌법재판소,더불어민주당,국회"	"여성성,공격,세월호,7시간,박영수,특별검사,최순실,국정농단,의혹,사건,결과,최종,수사,특검,박근혜,대통령,삼성,뇌물수수,문화계,블랙리스트,작성,지시,혐의,확인,의혹,세월,7시간,확인,비선의료인,미용사,행적,추적,의혹,최순실,게이트,행적,세월,7시간,굿판,성형시술,주사,자극적,의혹,국정농단,본류,보톡스,필러,시술설,프로포폴,중독설,선정적,보도,확대,재생산,밀회설,청와대,비아그라,구입,논란,억측,청와대,섹스,비디오,청와대,발모,차은택용,가십,보도,국정농단,본질,거리,것들,남녀관계,의미,루머,난무,대통령,여성,태반,백옥,마늘주사,영양주사,여성,대통령,미용주사,인식,과도,논란,청와대,대통령,일정,참사,당일,시간대별,공개,여성성,공격,세월,7시간,미스터리,증폭,대통령,국정운영,능력,비판,여성,대통령,사생활,의혹,제기,모욕,일종,젠더,폭력,정치인들,대한민국,100년,여성,대통령,근본,저잣거리,발언,여성,비하,의원,표창원,더불어민주당,대통령,누드화,국회,의원,회관,여성,폄훼,사건,취지,시국,비판,풍자,기저,여성비하,폭력,여성,선고,대통령,탄핵,여성,혐오,기류,지적,헌법재판소,탄원서,제출,무차별적,비난,공격,용납,탄핵심판,주장,대통령,탄핵의결,여성비하,부인,사실,헌재,선고,사회,만연,성차별,해결"	"청와대,세월호,국정농단,최순실,성차별,문화계,대한민국,탄핵심판,여성비하,표창원,더불어민주당,탄원서,헌법재판소,필러,재생산"	"박영수 특별검사가 그제 '최순실 국정농단 의혹 사건'의 최종 수사 결과를 발표했다. 특검은 박근혜 대통령의 삼성으로부터의 뇌물수수, 문화계 블랙리스트 작성 지시 등의 혐의를 확인했다. 하지만 '세월호 7시간 의혹'에 대해서는 ""확인할 수 없었다""고 밝혔다. 비선의료인, 미용사 등의 행적을 추적했지만 끝내 의혹을 풀지 못한 것이다. 
최순실 게이트가 터진.."	http://news.mk.co.kr/newsRead.php?&year=2017&no=157792	
01500401.20170111223006001	20170111	국제신문		[사설] 세월호 7시간 행적 여전히 감춘 박 대통령	정치>청와대	 사회>사회일반	 정치>외교				"박근혜,이진성,김장수,박,최원영,안봉근,정호성,고용복,최순실"		"어제,소추위원단,중앙재해대책본부,청와대,헌법재판소,국가안보실,기초연"	"행적,세월호,7시간,대통령,박근혜,대통령,헌법재판소,제출,세월,7시간,행적,답변서,국민들,절망,헌재,탄핵심판,심리,실체,규명,조금,답변서,청와대,해명,세월호,참사,당일,대통령,직무,유기,국민,생명권,침해,국회,소추위원단,주장,강변,노릇,답변서,이진성,헌법재판관,헌재,요구,공개,질타,정도,부실투성이,대통령,대리인단,세월호,참사,대통령,김장수,국가안보실장,7차례,전화통화,구조업무,언급,증명,통화기록,대리인단,7만,기록,검토,확인,최원영,고용,복지,수석,기초연금법,당일,12시,대통령,통화,자료,증거물,제출,대리인단,해명,이해,논리,모순,답변,확인,대리인단,사고,당일,안봉근,부속,비서관,정호성,부속,비서관,관저,대통령,대면보고,첨부,시간대별,표물,출입자,당일,관저,간호장교,미용사,답변서,배치,당일,대통령,중앙재해대책본부,방문,경호,비밀,답변,대통령,청와대,국민들,농단,최순실,국정,세월호,참사,국가,지도자,무책임,행동,분노,사실,진실,망상,대통령,세월호,7시간,헌재,추가,증빙,자료,제출,불가능,그날,행적,용서,국민,마지막,도리"	"답변서,세월호,대리인단,청와대,무책임,최원영,정호성,안봉근,비서관,최순실,불가능,7만,국민들,구조업무,전화통화,소추위원단,7차례,부실투성이,시간대별,국가안보실장,지도자,탄핵심판,생명권,통화기록,연금법,표물,헌법재판관,간호장교,김장수,대면보고"	박근혜 대통령 측이 어제 헌법재판소에 제출한 '세월호 7시간 행적 답변서'는 또 한 번 국민들을 절망에 빠뜨렸다. 미심쩍기는 했지만 헌재의 탄핵심판 심리인만큼 실체를 규명할 수 있는 내용이 조금이라도 담기지 않을까라는 기대는 속절없이 무너졌다. 답변서는 이전에 청와대가 해명한 내용만 그대로 늘어놓았다. 그러면서도 세월호 참사 당일 대통령이 직무를 유기해..	http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1700&key=20170111.22031184119	
01101101.20170109050820001	20170109	한국일보		"[사설] 세월호 참사 1,000일 진실도 인양해야 한다"	정치>청와대	 정치>외교	 사회>사회일반				"박근혜,박"		"국민조사위원회,청와대,중앙재난안전대책본부,헌법재판소,감사원,국회,정부의,국가안보실,해양수산부,새누리당,특조위,희생자"	"세월호,참사,진실,인양,세월호,침몰,9일,1,000일,아이들,구조,나날,어른들,자괴감,위로,다짐,적폐,청산,진실,세월호,미완,세월호,진실,작업,침몰,원인,규명,정부,책임,구조,실패,박근혜,대통령,7시간,행적,오리무중,희생자,9명,시신,선체,인양,최순실,사태,대통령,실정,세월호,부각,망정,세월호,사회,무관심,냉대,진실,규명,한목소리,대통령,의혹,일각,대통령,현장,아이들,제기,폄하,상식,대통령,관저,본관,집무실,정위치,참모들,보고,지시,상황,대통령,청와대,간담회,생각,변명,자신,그날,행적,대통령,스스로,의혹,당사자,정부,구조,컨트롤타워,청와대,국가안보실,중앙재난안전대책본부,구조,당사자,해양수산부,해경,핵심,책임자,처벌,감사원,감사,검찰,수사,청와대,압력,반쪽,세월호,특조위,청와대,정부,새누리당,비협조,훼방,제대로,활동,해산,박영수,특검팀,수사,헌법재판소,심판,진실,일단,세월호,유가족,시민단체,국민조사위원회,7일,세월호,참사,국민,조사,위원회,발족,출범,2기,특조위,민간차원,진실,규명,노력,계획,국회,정치,독립성,권한,강화,제2,특조위,구성,법안,계류,야당,2월,국회,처리,다짐,세월호,참사,사회,갈등,불신,해결,방법,규명,오로지,진실"	"세월호,청와대,특조위,희생자,아이들,당사자,독립성,9명,2기,제2,오로지,참모들,책임자,제대로,정위치,감사원,집무실,박영수,위원회,비협조,자괴감,어른들,특검팀"	"세월호가 침몰한 지 9일로 1,000일이 지났다. 우리 아이들이 애타게 구조를 기다리다 스러진 것을 아파하며 보냈던 나날이다. 어른들이 제할 일을 했다면 결코 일어나지 않을 일이었기에 자괴감이 사라지지 않는다. 그들의 넋을 위로하며 다짐했던 적폐 청산은커녕 아직까지 진실조차 올바로 밝혀내지 못했다. 우리에게 세월호는 여전히 미완의 과제인 셈이다.
세월호.."	http://hankookilbo.com/v/714aa0e9fbe147b98e98b3b5dead9a6d	
01100701.20170109005538001	20170109	세계일보		"[사설] 세월호 참사 1000일, 대한민국은 무엇을 했나"	정치>청와대	 사회>사회일반		사고>산업사고>붕괴	 재해>자연재해>지진		"박,박근혜"	"안산,종로구,정피아,서울,경주,대한민국,낙원동"	"단원고,범국민위원회,대한민국,정부의,국민안전처"	"1000일,세월호,참사,대한민국,참담,심정,1000일,세월호,참사,세월,바닷속,수장,학생들,모습,사랑,교사,안산,단원고,학생들,단체,카톡방,문자,국민,가슴,낙인,사망,실종자,304명,9명,시신,바닷속,그간,사회,유족들,아픔,진상,규명,특위,구성,일쑤,사고,당일,박근혜,대통령,행적,논란,대통령,자신,국민,궁금증,설명,노력,회피,극단세력들,정치적,이용,대통령,7시간,정작,중요,대한민국,1000일,세월호,사회,지상과제,안전,대한민국,건설,국가,개조,개혁,청산,사실,공감,세월호,참사,잉태,관피아,관료,마피아,척결,선결과제,먹이사슬,부패,사슬,범국민위원회,국가,대개조,국민,위원회,관피아,자리,정치권,출신,정피아,부패,관행,나라,최순실,게이트,증좌,사회,안전불감증,사태,국가,재난,지휘,국민안전처,구멍,상태,메르스,사태,옥시,사태,경주,지진,현재진행형,고병원성,조류,인플루엔자,AI,사태,국민,안전,위협,재난,정부,위기,대처,능력,도마,능력,해결,우왕좌왕,졸속,처방,남발,발생,서울,종로구,낙원동,숙박업소,건물,철거,공사,현장,붕괴,사고,안전불감증,수준,1000일,허비,정부,작동,불능,국가,안전,재정비,공무원,국민,안전의식,비극,세월호,숙제"	"세월호,대한민국,학생들,관피아,바닷속,안전불감증,고병원성,서울,9명,안산,단원고,재정비,대개조,인플루엔자,극단세력들,선결과제,최순실,현재진행형,실종자,먹이사슬,낙원동,정치권,국민안전처,종로구,숙박업소,정피아,우왕좌왕,카톡방,정작"	"오늘 우리는 참담한 심정으로 세월호 참사 1000일을 맞았다. 적잖은 세월이 흘렀지만 바닷속으로 수장되던 어린 학생들의 모습은 아직도 눈에 선하다. “사랑합니다.”, “살아서 만나자.” 안산 단원고 교사와 학생들이 단체 카톡방에 남긴 문자는 국민의 가슴에 낙인처럼 남아 있다. 
 
사망 실종자 304명. 이들 중 9명은 시신조차 찾지 못해 바닷속에 잠들.."	http://www.segye.com/content/html/2017/01/08/20170108001726.html	
01101001.20170108181858001	20170108	한겨레		"[한겨레 사설] 세월호 1000일, 진실은 아직 인양되지 않았다"	정치>청와대	 정치>외교	 국제>국제일반				"윤전추,박근혜,박,안봉근"		"단원고,청와대,헌법재판소,특별조사위원회"	"세월호,진실,인양,세월호,침몰,9일,1000일,아이들,선실,모습,4월,그날,경악,충격,그날,진실,인양,아이들,기억,제대로,아이들,세월호,사고,세월호,참사,학살,참사,단원고,학생들,7일,촛불,집회,아이들,구조,스스로,탈출,국민,생명,국가,정작,순간,부재,세월호,참사,본질,아이들,얼굴,꿈들,기억,그날,국가,대통령,정부,사람,박근혜,대통령,위기,순간,대통령,권한,자리,동원,가능,자원,구조,사람,대통령,대통령,7시간,대통령,행적,사람들,잠적,수사,증언,증언,모르쇠,헌법재판소,세월,참사,당일,대통령,구체적,업무,시간대별,요구,대통령,답변서,제출,대통령,1일,생각,대통령,참사,당일,대통령,행정관,윤전추,청와대,증언,당일,대통령,보고,지시,텔레비전,참사,중계,제대로,안봉근,비서관,보고,10시,미용사,3시,대통령,오리무중,허망,그날,대통령,책임,특별검사팀,수사,헌법재판소,심판,진실,세월호,선체,침몰,원인,정도,추정,시작,진상,세월호,인양,우선,미수습자,정부,여당,방해,좌초,특별조사위원회,세월호,참사,정보접근권,강제조사권,보강,진실,침몰,포기"	"세월호,아이들,제대로,헌법재판소,미수습자,청와대,꿈들,윤전추,강제조사권,시간대별,학생들,미용사,비서관,안봉근,특별검사팀,정보접근권,행정관,단원고,사람들,정작,오리무중,모르쇠,답변서,박근혜,특별조사위원회,대통령,참사"	"세월호가 침몰한 지 9일로 1000일이다. 열여덟살 꽃 같은 아이들이 선실에 갇혀 물로 빠져 들어가던 모습을 손 하나 못 쓴 채 지켜봐야 했던 2014년 4월16일 그날의 경악과 충격이 선연하다. 그렇게 떠나보낸 넋 삼백넷 가운데 아홉은 아직 돌아오지 못했다. 그날의 진실도 인양되지 않았다. 아이들을 위해 해야 할 일은 여전히 남아 있다.

 기억은 남.."	http://www.hani.co.kr/arti/opinion/editorial/777849.html	
01101001.20161229175801001	20161229	한겨레		"[한겨레 사설] ‘주사 아줌마'의 불법 시술, 세월호 땐 없었나"	정치>청와대	 사회>사회일반	 정치>외교				"박근혜,박,이영선,정호성,김영재,김상만,최순실"		"청와대,검찰"	"주사,아줌마,불법,시술,세월호,박근혜,대통령,주사,아줌마,기치료,아줌마,불법,시술,정황,대통령,최측근,정호성,비서관,휴대전화,행정관,이영선,부속실,주사,아줌,기치료,아줌마,문자메시지,검찰,발견,의사,간호사,아줌마,자격,야매,김영재,김상만씨,비선,의료진,무자격자들,대통령,불법,의료,시술,의심,정황,이영선,행정관,최순실씨,대통령,보안손님,승용차,검문검색,청와대,역할,주사,아줌마,문자메시지,9~10시,대통령,공식,일정,관저,관저,청와대,미용,시술,주사제,대량,구입,최순실씨,주사기,태반,앰풀,보관,주사,아줌마,일주일,주사,최씨,가사도우미,언론,청와대,문자메시지,주사,아줌마,청와대,무단출입,가능성,충분히,검찰,수사자료,특별검사팀,4월,무렵,세월호,참사,야매,시술,가능성,염두,조사,대통령,4월,주사,아줌마,불법,시술,이튿날,혼몽,상태,세월호,구조,의심,세월,7시간,수사,착수,특검,의혹,규명"	"세월호,청와대,이영선,문자메시지,가능성,야매,최순실씨,행정관,최순실,최씨,최측근,비선,김상만,의료진,휴대전화,비서관,김상만씨,무자격자들,앰풀,승용차,특별검사팀,주사기,정호성,수사자료,혼몽,김영재,가사도우미,검문검색,간호사,자격자,보안손님,무단출입,충분히,주사제,아줌"	"박근혜 대통령이 ‘주사 아줌마’, ‘기치료 아줌마’ 등으로부터 불법 시술을 받은 정황이 드러났다. 대통령의 최측근인 정호성 전 비서관의 휴대전화에서 이영선 제2부속실 행정관이 보낸 ‘주사 아줌마 들어가십니다’, ‘기치료 아줌마 들어가십니다’라는 내용의 문자메시지를 검찰이 발견했다는 것이다. 의사나 간호사라면 ‘아줌마’라고 부를 리 없으니 아무런 자격이 .."	http://www.hani.co.kr/arti/opinion/column/776652.html	
02100101.20161224000351001	20161224	매일경제		"[사설] 朴대통령, 세월호 7시간 소상하게 밝힐 때 됐다"	정치>청와대	 정치>외교					"박근혜,이진성,박,정상근"	"朴,대부분"	"국정조사,국회,대부분,대한민국,청와대,헌법재판소"	"대통령,세월호,7시간,헌법재판소,대통령,박근혜,세월,참사,본인,행적,그날,7시간,주문,국회,대통령,탄핵사유,헌법,국민,생명,보장,의무,위반,헌법재판소,탄핵심판,준비절차기일,요구,이진성,헌법재판관,국민,기억,정도,중요,대통령,참사,당일,청와대,시간대별,업무,대통령,세월,7시간,논란,2년,사건,발생,2년,개월,비극적,청와대,대통령,지난달,세월,7시간,팩트,홈페이지,집무실,청와대,관저,대통령,일정,참사,당일,시간대별,공개,시중,미용시술설,특위,국회,국정조사,해외,간호장교,청와대,간호,장교,추궁,의혹,재탕삼탕,거론,국가,망신,초래,자리,대통령,지난달,3차,대국민,담화,국민,일들,설명,기회,헌법재판소,준비기일,27일,대통령,그날,설명,소모적,논란,종식,대통령,탄핵심판,답변서,서면,세월,7시간,차례,유선,상황보고,정상근무,사실,확인,일들,논란,종식,상황,근무태도,의문,결국,대통령,스스로,공개,사실,대로,대로,상황,설명,부실,사고,대처,사과,세월호,대한민국,걸음"	"청와대,세월호,헌법재판소,일들,3차,탄핵심판,시간대별,국정조사,박근혜,재탕삼탕,미용시술설,이진성,대한민국,근무태도,시술설,준비절차기일,정상근무,상황보고,헌법재판관,대국민,소모적"	"헌법재판소가 22일 박근혜 대통령에게 ""세월호 참사 당시 무엇을 했는지 본인이 가장 잘 알고 있을 것""이라며 그날 7시간 행적을 남김없이 밝혀 달라고 주문했다. 국회가 대통령 탄핵사유 중 하나로 헌법 10조 국민 생명권 보장의무 위반을 꼽은것과 관련해 헌법재판소가 탄핵심판 첫 준비절차기일에 요구한 내용이다. 이진성 헌법재판관은 ""국민 대부분이 무엇을 했.."	http://news.mk.co.kr/newsRead.php?no=888132&year=2016	
01100201.20161224173155003	20161224	국민일보		"[사설] 우병우, 세월호 상황 파악 전화만 했다고?"	사회>사건_사고	 정치>정치일반					우		"국회,법무부,청와대,광주지검,검찰"	"우병우,세월호,상황,파악,전화,우병우,청와대,민정수석,국회,국조특위,5차,청문회,세월호,수사팀,전화,사실,인정,의혹,외압,행사,부인,특검,수사,수석,직권남용,혐의,고도,계산,발언,풀이,수석,민정비서관,6월,5일,해경,본청,부속,건물,상황실,전산,서버,압수수색,광주지검,수사팀,부장급,간부,부장급,통화,상황,파악,발언,압수수색,중단,주장,민정비서관,정식,루트,검찰,전화,자체,법규,민정수석,검찰,의견,피력,법무부,규정,수석,검찰,전화,사실,직권남용,혐의,적용,대목,상황,파악,반박,앞뒤,수사,검찰,보고서,압수수색,예정,대검,법무부,민정수석실,기관,상황,파악,수석,해명,납득,검찰,청와대,전화,외압,특검,수석,부인,결정,증거,법적,책임"	"압수수색,세월호,법무부,부장급,민정수석,수사팀,청와대,상황실,비서관,청문회,직권남용,민정비서관,우병우,국조특위,5차,민정수석실,앞뒤,보고서,광주지검,수석,전화,검찰,상황,외압,파악"	"우병우 전 청와대 민정수석이 국회 국조특위 5차 청문회에서 세월호 수사팀에 전화한 사실을 인정했다. 외압 행사 의혹은 부인했다. 특검 수사를 앞두고 있는 우 전 수석이 직권남용 혐의를 피하기 위해 고도로 계산된 발언을 한 것으로 풀이된다. 
 
 우 전 수석은 민정비서관이던 2014년 6월 5일 해경 본청 부속건물에 있던 상황실 전산서버를 압수수색 중인.."	http://news.kmib.co.kr/article/view.asp?arcid=0923665582&code=11171111	
01500401.20161223002122003	20161223	국제신문		[사설] 세월호 7시간 행적 규명 의지 밝힌 헌법재판소	정치>청와대	 정치>외교	 사회>사회일반				"박근혜,차은택,박,헌재,안종범,김기춘,우병우,최순실"		"특별수사본부,국회,중앙재난안전대책본부,청와대,헌법재판소,검찰"	"의지,세월호,7시간,행적,규명,헌법재판소,탄핵심판,박근혜,대통령,사실상,시작,헌법재판소,대통령,탄핵심판,1차,준비절차기일,탄핵소추인,국회,피소추인,대통령,공식적,헌재,신속,심리,탄핵사유,5개,유형,압축,주목,헌재,7시간,세월,참사,7시간,대통령,행적,구체적,요청,대목,대통령,대통령,행적,입장,7시간,미스터리,실마리,관심,대통령,헌재,탄핵심판,답변서,근무,청와대,정상,해경,구조,지시,지휘,중앙재난안전대책본부,현장,태도,일관,헌재,7시간,청와대,7시간,구체적,업무,보고,대응,지시,시각별,압박,결국,대통령,스스로,국민,이날,심리,이날,탄핵소추,사유,최순실,비선조직,국정농단,국민주권주의,법치주의,위반,대통령,권한,남용,언론,자유,침해,위반,생명,보호,의무,뇌물수수,형사법,위반,5개,유형,최순실,게이트,피고인들,공소장,검찰,특별수사본부,수사결과,김영한,비망록,증거,차은택,최순실,김기춘,우병우,안종범,대통령,파면,사유,증명,증인,채택,탄핵심판,향배,좌우,증거,증인,목록,윤곽,탄핵심판,격돌,27일,번째,진행,40분,이날,헌재,공언,대로,신속,공정,심판,진행,의지,실천,국회,대통령,준비기일,쟁점,사안,신속,정리,심리,협조,헌재,원활,탄핵심판,진행,방해,꼼수,용납"	"탄핵심판,최순실,청와대,준비기일,헌법재판소,세월호,수사결과,중앙재난안전대책본부,탄핵사유,안종범,5개,박근혜,꼼수,공소장,피고인들,뇌물수수,특별수사본부,김영한"	박근혜 대통령 탄핵심판이 사실상 시작됐다. 헌법재판소가 어제 박 대통령 탄핵심판에 대한 1차 준비절차기일을 열었다. 탄핵소추인인 국회 측과 피소추인인 박 대통령 측이 처음 공식적으로 만난 것이다. 헌재는 신속 심리를 위해 13개 탄핵사유를 5개 유형으로 압축했다. 특히 주목되는 점은 헌재가 '세월호 참사 7시간' 동안 박 대통령의 행적을 구체적으로 밝혀..	http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=1700&key=20161223.22031193831	
01101101.20161220050742001	20161220	한국일보		[사설] 청와대 세월호 수사 방해 의혹 낱낱이 규명해야	사회>사건_사고						"우,박근혜,검찰총장,황교안,박,우병우"		"청와대,검찰,법무부,국가안보실,정부의,광주지검,검찰청,대법원"	"의혹,청와대,세월호,수사,방해,규명,청와대,법무부,수사,세월호,참사,검찰,부당,압력,행사,의혹,제기,우병우,청와대,민정수석,민정비서관,6월,세월호,사건,수사,광주지검,수사팀,전화,해경,상황실,전산,서버,압수수색,압력,상황실,서버,국가안보실,세월호,참사,당일,청와대,해경,본청,상황실,사이,통화,보관,박근혜,대통령,7시간,의혹,청와대,논란,부실,대응,권한대행,황교안,대통령,법무부,장관,시절,세월호,침몰,현장,출동,승객,구조,해경,정장,업무상,과실치사,혐의,적용,의혹,제기,광주지검,수사팀,혐의,적용,반대,정장,업무상,과실치사,처벌,대응,초동,구조,실패,정부,책임,부각,의도,해석,청와대,법무부,압력,반발,수사팀,결국,압수수색,업무상,과실치사,적용,관철,이듬해,정기,인사,보복인사,광주지검장,차장검사,수사,지휘부,좌천,얼마,수석,개입,의혹,수석,개입,검찰,수사,직권남용,혐의,청와대,민정수석,대통령,검찰,수사,관여,불법,행위,간주,검찰청법,법무부,장관,개별,사건,검찰총장,지휘,규정,까닭,압수수색,적용,특정,혐의,검사,권한,행사,방해,혐의,직권남용,권리,행사,방해,적용,과거,직위,이용,지방검찰청장,내사,사건,종결,압력,행사,검찰총장,직권남용,혐의,대법원,유죄,확정,사례,대통령,의혹,세월,7시간,특검,대상,중점,수사,지목,사건,수석,대행,압력행사,수사,방해,세월호,참사,정부,책임,회피,의심,만큼,특검,수사,대상,특검팀,20일,수석,직무유기,대상,특검법,수사,수사,수사,가능,의지,특검,청와대,정부,세월호,수사,방해,의혹,규명"	"세월호,청와대,법무부,압수수색,상황실,직권남용,수사팀,검찰총장,이듬해"	청와대와 법무부가 세월호 참사 당시 검찰 수사에 부당한 압력을 행사한 의혹이 잇따라 제기됐다. 우병우 전 청와대 민정수석은 민정비서관이던 2014년 6월 세월호 사건을 수사 중인 광주지검 수사팀에 직접 전화를 걸어 “해경 상황실 전산 서버에 대한 압수수색은 하지 말라”고 압력을 가한 것으로 드러났다. 상황실 서버에는 세월호 참사 당일 청와대 국가안보실과..	http://hankookilbo.com/v/e61e890a86a749c7ab69b8c50c4ab63a	
02100101.20161220000159002	20161220	매일경제		[사설] 세월호 메르스 AI까지 정부 무능 어디까지 지켜봐야 하나	국제>국제일반						"김재수,황교안"	대한민국	"일본,관계장관회의,농림축산식품부,AI,국회,정부의"	"AI,세월호,메르스,정부,무능,고병원성,조류,인플루엔자,AI,속도,확산,대한민국,비상벨,19일,살처분,가금류,1911만,마리,역대,최악,AI,기록,살처분,1396만,마리,기록,설상가상,확인,AI,잠복기,AI,검출,AI,동시,발생,상황,정부,위기경보,단계,격상,방역,만전,AI,확산,진정,기미,1차,방역,책임,농가,부실,대처,정부,초동,대응,실패,결과,2003년,6차례,AI,발생,정부,대처능력,발전,퇴보,정부,속수무책,대응,세월호,참사,메르스,정부,무능,세월호,메르스,사태,정부,컨트롤타워,우왕좌왕,골든타임,사회,혼란,경제,피해,연례행사,AI,정부,따름,농가,AI,발견,지난달,35일,초기대응,정부,최순실,게이트,매몰,골든타임,일시,이동,중지,명령,열흘,국회,7일,출석,장관,김재수,농림축산식품부,속도,AI,전파,안일,상황,인식,황교안,총리,황교안,AI,발생,26일,관계장관회의,주재,늑장,대처,AI,발생,일본,대응,비교,정부,재난,대응,취약,안일,일본,AI,발생,관저,당일,총리,위기관리센터,설치,다음날,관계장관회의,일본,78만,마리,살처분,초동대응,재난,발생,정부,위기,대처,능력,도마,컨트롤타워,비판,국가,고장,의미,무능,정부,국민"	"ai,살처분,마리,일본,메르스,세월호,골든타임,컨트롤타워,관계장관회의,황교안,고병원성,김재수,1차,농림축산식품부,연례행사,6차례,비상벨,다음날,우왕좌왕,대한민국,1911만"	"고병원성 조류인플루엔자(AI)가 무서운 속도로 확산되면서 대한민국에 또 비상벨이 울리고 있다. 19일 현재 살처분된 가금류는 1911만마리로 역대 최악의 AI로 기록된 2014년 살처분(1396만마리) 기록을 이미 넘어섰다. 설상가상으로 기존에 확인된 AI와 다른, 잠복기가 긴 AI도 검출돼 두 개의 AI가 동시에 발생한 유례없는 상황으로까지 치닫고 있.."	http://news.mk.co.kr/newsRead.php?no=876933&year=2016	
01101001.20161216082848001	20161216	한겨레		"[한겨레 사설] 세월호 수사 방해한 황교안 대행, 특검 수사 대상"	사회>사건_사고						"황,검찰총장,황교안"		"법무부,정부의,검찰청,검찰"	"방해,세월호,수사,황교안,대행,대상,특검,수사,권한대행,황교안,대통령,검찰,법무부,장관,시절,세월호,수사,부당,압력,행사,수사,방해,현장,세월호,침몰,출동,승객,구조,해경,정장,업무상,과실치사,혐의,적용,장관,강제수사,기소,한참,지연,정장,처벌,초동,대응,구조,실패,정부,책임,부각,진상규명,처벌,다짐,진실,수사,처벌,방해,해경,흔적,수사,방해,여럿,수사,초기,해경,수사,기류,해경,압수수색,50여일,세월호,침몰,6월,압수수색,정장,기소,수사팀,123정장,업무상,과실치사,혐의,적용,7월,보고,법무부,구실,구속영장,핵심,업무상,과실치사,혐의,제외,요구,기소,직전,업무상,과실치사,고집,대행,극렬,수사,방해,대행,행위,위법,정부,책임,적용,업무상,과실치사,자체,직권남용,대행,부당,압력,수사,검사,고유,권한,행사,외압,관행,검찰청법,법무부,장관,구체적,사건,검찰총장,지휘,장관,개별,사건,일선,검찰,지휘,검사들,영장,청구,간섭,대행,행위,수사지휘권,발동,한참,거리,대행,방침,반발,일선,수사,지휘부,대검,간부,이듬해,좌천,보복인사,인사권,남용,검찰,부당,권력,남용,불순,목적,책임,추궁,세월,7시간,의혹,특검,대상,중점,수사,지목,사건,대행,압력,행사,수사,방해,세월호,참사,정부,책임,의심,만큼,특검,수사,대상"	"세월호,업무상,법무부,과실치사,123정장,압수수색,황교안,구속영장"	황교안 대통령 권한대행이 2014년 법무부 장관 시절 검찰의 세월호 수사에 부당한 압력을 행사해 수사를 방해한 것으로 드러났다. 세월호 침몰 현장에 가장 먼저 출동하고도 승객 구조에 나서지 않았던 해경 123정장에 대한 업무상과실치사 혐의 적용을 장관이 가로막았다는 것이다. 그 때문에 강제수사와 기소가 한참 지연됐다. 정장을 처벌하면 초동 대응과 구조에..	http://www.hani.co.kr/arti/opinion/editorial/774907.html	
01101001.20161214164837002	20161214	한겨레		[한겨레 사설] 세월호 때 안보실장이 대통령 위치조차 몰랐다니 	정치>청와대	 정치>외교					"박근혜,김 전,김장수,박,안봉근,정호성"	강남	"국정조사,국회,국가안보실,청와대,중앙재난안전대책본부"	"세월호,안보실장,세월호,대통령,위치,4월,세월호,참사,김장수,청와대,국가,안보,실장,주중,대사,박근혜,대통령,위치,서면보고,본관,관저,군데,동시,사실,국회,국정조사,청문회,공개,대통령,본관,집무실,관저,사실,국민,목숨,경각,상황,국가안보실장,대통령,동시,서면보고,얘기,청와대,미궁,위기,상황,참모들,대통령,소재,국정,제대로,운영,이상한,김장수,국가안보실장,청문회,참사,당일,상황,파악,보고서,집무실,관저,대통령,확인,인정,실장,보고서,수령인,안봉근,정호성,비서관,대통령,보고서,대답,대통령,상황,보고서,얘기,대통령,참모,박근혜,청와대,민낯,사례,대통령,행적,참모들,서류,대통령,확인,상황,정부,역량,성공적,인명,구조,결과,필연적,의혹,세월,7시간,언론,추적,보도,실체,조금씩,김장수,실장,대통령,중앙재난안전대책본부,방문,건의,그날,2시,분쯤,대통령,대책본부,5시,대통령,강남,미용사,특유,올림머리,보도,김장수,실장,머리,손질,방문,생각,상황,국가,재난,대통령,행적,사생활,그날,행적,국민,의무,언론,국민,퍼즐,조각,대통령"	"보고서,세월호,청와대,김장수,청문회,국가안보실장,박근혜,서면보고,안보실장,참모들,이상한,집무실,제대로,미용사,안봉근,정호성,올림머리,수령인,조금씩,강남"	2014년 4월16일 세월호 참사 당시 김장수 청와대 국가안보실장(현 주중 대사)이 박근혜 대통령의 위치를 알지 못해 서면보고를 본관과 관저 두 군데로 동시에 했다는 사실이 14일 국회 국정조사 청문회에서 공개됐다. 박 대통령이 본관 집무실에 잘 나오지 않고 관저에 주로 머물렀다는 건 익히 알려진 사실이다. 하지만 수백명의 국민 목숨이 경각에 달린 상황..	http://www.hani.co.kr/arti/opinion/editorial/774617.html	
